"logFC","logCPM","PValue","FDR"
"Tcas004433",-1.6161005393651,3.82347312679916,1.47886463480514e-07,1.24174919588008e-05
"Tcas012183",2.06281313161901,4.02009176275976,1.55275523031015e-07,1.29292752177158e-05
"Tcas004041",-2.06185661068127,5.78022751134104,1.70793703598981e-07,1.41038899699258e-05
"Tcas011487",-1.52559257876098,8.48338758763379,1.73779500280651e-07,1.4232825957412e-05
"Tcas006807",-2.05959037677019,6.06618096074749,1.8459765555477e-07,1.49174037448975e-05
"Tcas005504",-1.07385705069827,4.70693155763902,1.85123905561178e-07,1.49174037448975e-05
"Tcas010773",-3.72165023648067,4.25231350862046,1.87368598583983e-07,1.49774962964092e-05
"Tcas011095",-1.80739715639172,10.9616452701867,2.00110932065052e-07,1.58691145491587e-05
"Tcas002557",-1.63081076097729,11.6942134872962,2.07607845622834e-07,1.63339967989241e-05
"Tcas003424",2.5638910603552,2.196180621096,2.19209070941081e-07,1.71120081003381e-05
"Tcas011339",4.33546783067052,3.73480420654996,2.25420468858551e-07,1.7460475386315e-05
"Tcas004283",-1.3231469970425,7.20357426298887,2.64940707692864e-07,2.00885636348111e-05
"Tcas006630",-1.88206197075358,8.93194080748964,2.6503003253011e-07,2.00885636348111e-05
"Tcas003545",-1.04288007690563,6.46723181780108,2.6538134505555e-07,2.00885636348111e-05
"Tcas005999",-0.966309116451758,6.41030428583773,2.87461365753275e-07,2.15963456135844e-05
"Tcas010013",-1.52697843699213,6.72524871078701,3.26542901910328e-07,2.43493781782686e-05
"Tcas002819",-1.81461276184476,1.5954358614353,3.2936552675681e-07,2.43779284692892e-05
"Tcas011469",2.87874348273679,3.20476837371851,3.82548220068516e-07,2.81060427567986e-05
"Tcas005953",1.12242430789784,5.92473585054706,4.43070784390174e-07,3.21714627302578e-05
"Tcas010639",-1.68558809105781,7.77916976096661,4.44321642991951e-07,3.21714627302578e-05
"Tcas001050",1.4420984359882,5.08980597811564,4.48124810044919e-07,3.22134036112866e-05
"Tcas006712",-1.02681630077972,6.64412770766686,5.78611563998111e-07,4.12963339104937e-05
"Tcas008143",-2.32268698002628,10.6731922922736,6.55838015405732e-07,4.64761237583977e-05
"Tcas004215",2.92262054174622,1.1283596616761,6.62877373902094e-07,4.66441600002093e-05
"Tcas000613",-0.951170083658041,5.44730364729047,6.73739601205556e-07,4.70769657010204e-05
"Tcas005087",-1.41621030106427,9.32805921290752,6.90091442135367e-07,4.78846784015041e-05
"Tcas008681",-1.40598435813783,5.29795095247741,7.06370896294706e-07,4.86762620398393e-05
"Tcas002997",1.9090882463951,6.51244970525776,7.77582462698152e-07,5.32164655293146e-05
"Tcas001795",-1.23895454009406,5.50999688834916,1.0429652298845e-06,7.04653969916769e-05
"Tcas006244",3.45531358129931,2.2754913555682,1.04372285375983e-06,7.04653969916769e-05
"Tcas006017",5.74423502508272,3.51651918540327,1.14050396537165e-06,7.60012386913373e-05
"Tcas009523",-2.11343782041539,7.94226394024162,1.1409313254304e-06,7.60012386913373e-05
"Tcas000936",-1.01464245777485,5.72063008285281,1.36362628571224e-06,9.02341314360046e-05
"Tcas000944",1.80388693810518,4.86329616295782,1.69307077332973e-06,0.000111297126099412
"Tcas001624",-3.42032918710972,1.03870051739289,1.74333064355208e-06,0.000113852024773676
"Tcas004274",-1.23298916338701,6.92123369509316,1.85076364614741e-06,0.000120083313976006
"Tcas007037",-1.05984579678442,6.82748186871003,1.87995481233962e-06,0.000121190377321919
"Tcas007649",-1.39882696714968,4.58016393719749,1.943293151018e-06,0.000124470417724178
"Tcas005696",-0.968688982589407,4.53113922055363,2.10782092854238e-06,0.000133797181991699
"Tcas001797",1.81488263596701,6.76512326584151,2.11568802588956e-06,0.000133797181991699
"Tcas001333",-1.08009208828363,6.22998631242694,2.14380916757138e-06,0.000134722900643857
"Tcas006146",2.61980810662344,5.23514055763016,2.16731416029993e-06,0.000135348769310731
"Tcas004902",1.44179562875197,5.71103623119422,2.19465038306264e-06,0.000136204637438273
"Tcas011173",-1.88448469402593,7.49565501400513,2.22660434689935e-06,0.000137334757001348
"Tcas004755",-0.986445598601985,7.40427082563486,2.26638486253775e-06,0.000138930782493725
"Tcas006250",-2.55069297957533,6.47310571830778,2.35522521968078e-06,0.000143496404847868
"Tcas010494",-1.30596236281706,7.23418607910543,2.48564166723871e-06,0.000149769004572986
"Tcas003361",5.45095639392342,1.53407108232185,2.48815600071214e-06,0.000149769004572986
"Tcas010519",2.55618877874847,6.00413142934114,2.62170594387989e-06,0.000156449086276958
"Tcas006881",2.78743187155117,2.89399470382549,2.63044900865983e-06,0.000156449086276958
"Tcas007343",1.57945908820807,5.23135028155204,2.665909688262e-06,0.000157619938491798
"Tcas005893",5.10743591170612,3.38375373287019,2.79110242675548e-06,0.000164051149694945
"Tcas003755",-1.07047622480994,4.97932562248425,2.845392488281e-06,0.000166264103759671
"Tcas011394",1.0258109977367,3.70441156931985,2.86845694826326e-06,0.000166637336203758
"Tcas006300",-1.12854181860169,6.79069975006852,2.92957975100899e-06,0.000169204398104519
"Tcas009610",-1.05946080600963,6.83963386237057,3.05125954593601e-06,0.000175219456224096
"Tcas004528",1.28316012253485,4.37824268017417,3.10248575078361e-06,0.000177143072124742
"Tcas006375",2.49217046149152,1.42938892696132,3.43045032323369e-06,0.00019424858078565
"Tcas011097",-0.898327729619406,6.36265828981855,3.44095264201962e-06,0.00019424858078565
"Tcas009937",1.37017037207332,5.85141614906842,3.49119808013594e-06,0.00019597781582426
"Tcas005263",2.0634158642423,6.36490920724585,3.64326341346485e-06,0.00020219611902834
"Tcas001062",1.45866085280787,9.06349213567224,3.66229891697928e-06,0.00020219611902834
"Tcas011944",4.04149003930785,5.89835014284415,3.66267989833163e-06,0.00020219611902834
"Tcas002379",-0.948086726814734,5.8009044089634,3.75650244449442e-06,0.000206236112227408
"Tcas009462",-1.02811494293802,3.88511754507519,3.91493371848061e-06,0.000213759659645127
"Tcas007457",1.48439467446562,3.56717893210041,4.05740159229796e-06,0.000220334547338267
"Tcas000416",0.887005335879973,6.52863714753697,4.11070771414794e-06,0.000222022656647385
"Tcas001730",2.04518323828914,6.56210669854621,4.36858779830752e-06,0.000234682415487574
"Tcas004516",2.12852389663859,7.70624569073243,4.59034718388584e-06,0.000245276732948595
"Tcas003757",3.02292094586798,4.78090676676285,4.72075765038255e-06,0.000250903247035226
"Tcas001898",-1.46106373138643,6.54119309360839,4.89964661136461e-06,0.000259033168998705
"Tcas007985",-1.04110273178574,7.4302088627998,4.92883883704522e-06,0.000259205040314504
"Tcas006459",-1.69520646411745,5.62690727622753,5.13503997411257e-06,0.000268635180216402
"Tcas005092",-1.30485427991356,7.50901421176391,5.34530313388941e-06,0.000278178483926161
"Tcas001802",-0.908249551567365,7.1722426489301,5.45603119062502e-06,0.000282469759879405
"Tcas010872",2.13416898190066,2.16007660783545,5.55379372891055e-06,0.00028604900484162
"Tcas007005",-1.49539627249344,9.31128456659044,5.90623502015351e-06,0.000302641540109609
"Tcas008676",-2.52188208270439,10.0513434337126,6.19788678337621e-06,0.000315965738466812
"Tcas010152",1.72090816135488,6.73061624034422,6.36716692578962e-06,0.000320987520582934
"Tcas008689",-1.05932909536205,6.6946497185827,6.40440689125688e-06,0.000320987520582934
"Tcas010977",-1.02300243358676,6.86051086599398,6.40982638451082e-06,0.000320987520582934
"Tcas004017",-1.68922251129472,6.35514050912868,6.42489032391781e-06,0.000320987520582934
"Tcas010420",3.17198485607342,9.91723303747439,7.0360531054095e-06,0.000349772351389312
"Tcas006637",-1.26131569694113,7.53767074265932,7.22475081385468e-06,0.000357374802633842
"Tcas009262",-0.986309096664432,7.3838980226157,7.46591346004142e-06,0.000364742094769765
"Tcas005972",2.63683455900173,6.44742920327269,7.473022753865e-06,0.000364742094769765
"Tcas000336",1.60568611073316,3.49078460284499,7.4831995023821e-06,0.000364742094769765
"Tcas006142",-1.61996113325161,11.5905632833685,7.9520114177076e-06,0.000385711155755992
"Tcas003554",-0.937463599076656,5.72448670734507,8.00701369504271e-06,0.00038615815880278
"Tcas008355",-1.92261877734438,5.82273786584452,8.03852051951344e-06,0.00038615815880278
"Tcas007077",-2.47687877959814,0.666125769792998,8.32033680333241e-06,0.00039778375760238
"Tcas002901",1.05210169934354,7.21821105064473,8.69006036015283e-06,0.000413481348184034
"Tcas004189",1.1877413645229,6.47240790581951,9.1708421045942e-06,0.000434289356915191
"Tcas008086",1.59873418917328,2.93273635798129,9.49621111286157e-06,0.00044757613886657
"Tcas001657",-1.20509884390578,6.27672031692655,9.78858036636358e-06,0.000459190117468098
"Tcas002755",-2.70218516748971,0.704297985766661,1.00371788903397e-05,0.000468651829309695
"Tcas002156",-2.89566225946106,3.09176234287657,1.02159548232727e-05,0.00047478056090298
"Tcas012075",2.39517045205779,4.17202927921997,1.07333657471282e-05,0.000496517548820857
"Tcas011849",1.16246127818232,5.89014365798122,1.10076815596046e-05,0.000506860618173129
"Tcas005512",-1.04405133689052,7.02152579417687,1.15264153210506e-05,0.000528311660036411
"Tcas001159",-1.69672587176173,6.5644503263661,1.21993568264602e-05,0.00055660261831046
"Tcas003426",-1.1043206650102,2.73478360460249,1.23294248641676e-05,0.000559980060194374
"Tcas005581",-0.951952212796566,4.612627359723,1.28738779381454e-05,0.000579424424971988
"Tcas008699",3.25152471182203,5.31225455019337,1.29073773794084e-05,0.000579424424971988
"Tcas005268",2.92280412450111,6.24700017031219,1.29315098847832e-05,0.000579424424971988
"Tcas002004",1.37373787812273,4.48294298050538,1.32714385087847e-05,0.000592000953481146
"Tcas011747",-3.2478764982935,1.8798180365368,1.34264193508788e-05,0.000596252365128806
"Tcas011061",-0.870214018284168,4.31985950278787,1.36104748914232e-05,0.000601751615553542
"Tcas011546",-1.2194842105469,5.97771220791988,1.42219227469752e-05,0.000626015207435139
"Tcas010596",-1.61531757873389,6.06204415614659,1.50119618092422e-05,0.000657892642096265
"Tcas000379",1.71708265671451,7.86995936439099,1.51276406541041e-05,0.000660067185221871
"Tcas000108",6.71421924583907,8.02906909765883,1.55878190275083e-05,0.000677189077055925
"Tcas001035",-0.898695775415128,7.24326050239523,1.57831947751967e-05,0.00068270858092539
"Tcas012067",-1.46194869618068,2.60416830301713,1.58684730417962e-05,0.000683438718248394
"Tcas000318",-0.898316586916115,6.16701115176707,1.66027020924662e-05,0.000711992271707822
"Tcas005522",4.92390071021417,3.09185977422475,1.72372109379794e-05,0.000736043639710642
"Tcas003527",1.14298188760207,4.96932328064067,1.81150773290909e-05,0.000770237670945857
"Tcas008684",-1.02525516906673,5.26490282712242,1.86698513606621e-05,0.000790462520320913
"Tcas005073",1.69299702202863,3.0570012381119,1.97238818492821e-05,0.000831565516616148
"Tcas009171",-1.38798719142259,4.27399064206876,2.00435844004318e-05,0.000841493677853421
"Tcas011218",2.56017626662558,4.04537713773797,2.03046003385041e-05,0.000848885215825659
"Tcas007263",-1.64892838390835,6.58168814319222,2.06060649356491e-05,0.000857899170154191
"Tcas003185",-0.930238273532365,4.49862912240133,2.12453694027895e-05,0.000880845357148018
"Tcas011116",1.56796360456447,4.68827454895883,2.14018598296871e-05,0.000883666873629062
"Tcas002464",-2.43150969153981,5.96234465766139,2.15544545095981e-05,0.000886304977201251
"Tcas011445",-1.38827932258069,8.94808068244614,2.30695469073173e-05,0.000944716855319321
"Tcas009633",1.15229965993851,3.403488756367,2.32591960214829e-05,0.00094859545570064
"Tcas006465",0.938642953973796,5.38647340649057,2.43962550931158e-05,0.000990924312562655
"Tcas003464",-0.879089112499753,7.1009411595386,2.45287595502241e-05,0.000992272734517569
"Tcas007958",-1.71206454477421,5.63279873866262,2.46575674377609e-05,0.000993461346121398
"Tcas004441",-1.03603998983593,5.69204849000627,2.53163297718242e-05,0.00101590669510067
"Tcas009509",1.25225132334554,5.89080172695005,2.57013269400509e-05,0.00102723063513996
"Tcas004737",-0.910683905371476,7.39915165537316,2.60134270376546e-05,0.00103556240223205
"Tcas005966",-1.09090509391693,7.25755737562062,2.67301386023799e-05,0.00105942329352278
"Tcas005728",-1.17550696450365,2.62351133323262,2.68248692215035e-05,0.00105942329352278
"Tcas011551",-1.21046589758702,9.20173301673717,2.70606519920982e-05,0.0010597397947163
"Tcas003122",1.06723999033675,2.8930706041368,2.70980337016057e-05,0.0010597397947163
"Tcas001780",-1.59743692826304,8.8575458023594,2.71510595924112e-05,0.0010597397947163
"Tcas005888",-0.925785193772415,6.03586986425598,2.78669826218507e-05,0.00108345093524331
"Tcas011561",1.22943106578715,3.91736286940851,2.90680465764181e-05,0.00112576713717663
"Tcas009517",1.83868331753772,6.82347267992233,3.0472659415581e-05,0.00117502044997217
"Tcas003075",0.978975245617085,5.80579359952577,3.05749916926305e-05,0.00117502044997217
"Tcas010098",2.77644061437581,5.26309063106065,3.0898798394997e-05,0.00118291491786517
"Tcas005723",1.38334822155591,7.03094140338205,3.1843471846264e-05,0.00121442736903767
"Tcas000909",-3.79842922526547,4.40141592326691,3.27731568208165e-05,0.00124513073366387
"Tcas001666",-0.983388832113653,7.82149830076478,3.36497889208046e-05,0.00127359352612379
"Tcas009218",-2.06930019840467,8.18838360302303,3.6458492384121e-05,0.00137469153170618
"Tcas003250",1.62713128982417,2.34123165477659,3.84499674415182e-05,0.00144433110780319
"Tcas002146",-1.14012552040648,7.63490874921386,3.97733925744567e-05,0.0014884484591909
"Tcas003069",1.64219097151268,2.86112485152856,4.13030539906587e-05,0.00153992580400993
"Tcas000131",-0.822159682113981,5.32474016296869,4.20460208960912e-05,0.00156179866466076
"Tcas004676",1.53325011011674,6.04956371847695,4.26692841860308e-05,0.00157431220639091
"Tcas011949",1.01692464970204,6.46242214402225,4.26980192085605e-05,0.00157431220639091
"Tcas003746",3.74484878564553,3.41676224952987,4.28630595550046e-05,0.00157458709953532
"Tcas000874",-1.19665192238263,7.8367072941404,4.40622742734525e-05,0.00161271151846277
"Tcas010714",-1.02047767093293,8.17958567828599,4.48296477633544e-05,0.00163480963668408
"Tcas001208",-1.19575971087743,7.66045905433577,4.70134018512357e-05,0.0017038617325925
"Tcas006231",1.09568909702166,5.26614085498748,4.70642352077192e-05,0.0017038617325925
"Tcas011869",6.31103129138989,5.67235513951498,4.74110213664534e-05,0.00171021994763033
"Tcas009520",-1.37155255642654,8.76230349796888,4.78626214842703e-05,0.00172029969018284
"Tcas003816",-4.47841308124817,1.35788660416953,4.87478315397889e-05,0.00174583631808448
"Tcas003405",1.3250273908073,6.46142426246985,4.9569834645487e-05,0.00176893495634895
"Tcas009325",-1.14974923541511,5.25754635997104,5.12119546706951e-05,0.00182103149846827
"Tcas004356",-2.68773630674862,9.1710484102375,5.20615435226769e-05,0.00184467710240634
"Tcas004660",4.3684337929183,7.86619783550907,5.2427232950509e-05,0.00185107035915719
"Tcas012421",2.01851121410649,7.83842348785391,5.36776846800765e-05,0.00188854727226523
"Tcas003192",1.41005029439663,2.65438694323469,5.52214325910708e-05,0.00193604405070168
"Tcas006786",-0.916597408382977,6.13715248954372,5.67188039771324e-05,0.00198158842426401
"Tcas000139",-1.33362431538246,5.79931467849182,5.71920805677788e-05,0.00199116121614371
"Tcas004209",-0.803745802985604,5.89810448413413,5.85377039716868e-05,0.00203093311835102
"Tcas004319",1.08988272403103,8.26508745282239,6.2964942006835e-05,0.00217697474232628
"Tcas004297",1.34155579590898,3.28827394367536,6.37192827457818e-05,0.00219545887308914
"Tcas000567",-0.77516630445204,6.52670662061743,6.40854011756246e-05,0.00220048566510942
"Tcas012290",-1.34738597446646,4.48271646398836,6.52595530713766e-05,0.00223312826811368
"Tcas007631",1.12125893354659,3.76427059457392,6.69166460579431e-05,0.00228201749969613
"Tcas008094",1.07400040664045,5.68599340346232,7.00362843132669e-05,0.00238028079203457
"Tcas010803",-2.97874769641827,11.3978915478179,7.18391675340684e-05,0.00243327783728953
"Tcas008581",4.33423224648232,2.28620553333261,7.2423020124812e-05,0.00244476627394298
"Tcas007383",-2.58759471349803,8.31966659774386,7.36040217070585e-05,0.00247626728921525
"Tcas000783",4.74268046039334,1.50468831213529,7.43951052979042e-05,0.00249448285951899
"Tcas003636",-1.242021625034,6.82186421499656,7.57524394380379e-05,0.00253149958148788
"Tcas007867",-1.85512221910644,5.29139054588578,7.75227358899719e-05,0.00258202392337533
"Tcas005197",-0.946300016301707,6.78380802554036,7.84593792274338e-05,0.00260453859548345
"Tcas009689",0.812321128537688,7.03527412596983,8.43298091142678e-05,0.00279014388301246
"Tcas008444",2.69081616624134,6.26781858260418,8.6129709044587e-05,0.00284029060321291
"Tcas009663",-0.795684253085101,5.25597686378881,8.79486825194852e-05,0.00289073432807466
"Tcas003274",4.87707477535372,2.53434442007938,8.95054428993286e-05,0.00293211445686051
