"logFC","logCPM","PValue","FDR"
"Tcas003609",1.85248822664347,5.93222661285681,0.00084825165145762,0.0266532405703287
"Tcas010639",-1.09603642304845,7.77916976096661,0.00085842758418699,0.0268884276526533
"Tcas011991",1.17940662997497,9.33413188166929,0.000882580165020071,0.0275585656527517
"Tcas002359",3.19607403922811,5.09282667020512,0.000894068661912912,0.0278303242050898
"Tcas002492",-0.758634110165224,2.93556940834502,0.00091523664945124,0.0283199677658028
"Tcas000776",4.5273134903042,1.25150261815114,0.000915467332701593,0.0283199677658028
"Tcas009975",-1.07181487789842,4.59538856590835,0.00092704359256826,0.0285837488576999
"Tcas007921",1.59150276421472,2.42641924035795,0.000931557066978982,0.0285837488576999
"Tcas003985",5.18364894448224,5.16096939471959,0.000932576273780041,0.0285837488576999
"Tcas005224",4.11725395432181,2.24190400277299,0.000946841201804035,0.0289322241236267
"Tcas007649",0.921576308787106,4.58016393719749,0.000955308725169224,0.0291019657984478
"Tcas000009",-1.32609966950445,3.05804826542081,0.000968275899230985,0.0294073336933617
"Tcas002954",-0.602730694572336,6.46051225021306,0.000982923655910145,0.0296967940943633
"Tcas002049",1.7101695579267,10.2757966528533,0.000983750885231611,0.0296967940943633
"Tcas000967",5.43587069325876,4.19579793892224,0.000998296874557962,0.030003723504319
"Tcas010786",-0.866410418662777,3.0190698523884,0.000999923931839294,0.030003723504319
"Tcas006959",0.77037508746616,5.66278076133856,0.0010102615174899,0.0301736732233723
"Tcas011324",0.85108923420091,5.47646633211903,0.00101162735486687,0.0301736732233723
"Tcas006264",4.47051766066847,4.89150370156747,0.00103088030639453,0.0306564167306374
"Tcas001963",3.2920730282352,7.96485164049975,0.00103461426214874,0.0306761593691105
"Tcas001984",-0.688780170749838,7.58678901563801,0.00105558159510104,0.0312052405273656
"Tcas008002",0.783375677894634,3.89856751589945,0.00106967178042644,0.0314820976725194
"Tcas010385",-0.754175451773675,5.899386496607,0.00107124831952128,0.0314820976725194
"Tcas012414",0.828649591688726,6.57903754970866,0.00107609485952315,0.0315306240276371
"Tcas009510",0.765627285963488,4.74808876429444,0.00107921071031344,0.0315306240276371
"Tcas000355",-1.61174645524245,0.837784119109972,0.00109456609157067,0.0318387146329117
"Tcas007263",-1.25141434366999,6.58168814319222,0.00109612868632122,0.0318387146329117
"Tcas006059",-0.600225337369646,5.82935766310136,0.0010998262708971,0.0318535191269676
"Tcas002261",-0.864091380458515,7.60588405283321,0.00111665043236759,0.0322473153763495
"Tcas008898",-0.63870504163516,3.78842346287318,0.00113659568260709,0.0327287148720752
"Tcas001898",-1.02949418117612,6.54119309360839,0.00115073215852717,0.0330405624367916
"Tcas011969",-1.13657548683737,5.26531902088396,0.00117950381640313,0.033769633620344
"Tcas009651",7.01628058786198,7.17790185182694,0.00118744317862331,0.0338229751885777
"Tcas011284",-0.838595712633448,5.48753470492703,0.00118813693867001,0.0338229751885777
"Tcas000677",-1.00461717918172,6.10738404438347,0.00121094809756382,0.0343744130422095
"Tcas008675",3.62151943627187,8.09315586305805,0.00125657069113105,0.0355684259087293
"Tcas008651",3.94791381454028,4.94203021769004,0.00129263802629799,0.0364034001990247
"Tcas003185",-0.702158151116679,4.49862912240133,0.00129335539137848,0.0364034001990247
"Tcas001399",0.881168064251756,7.94242184977582,0.00131662137894093,0.0369541596021847
"Tcas002092",-3.4750178464125,1.87034833425846,0.00134486224470163,0.0376410743671111
"Tcas012261",5.01729283743415,9.29899127051269,0.00140274119974318,0.0391513689045638
"Tcas002539",1.77192450722705,1.01992582990301,0.00142173552603174,0.039497103413107
"Tcas004775",1.54823976152914,3.44159142146795,0.00142303415019201,0.039497103413107
"Tcas007529",1.43510938491963,4.8097998297211,0.0014296415733692,0.0395652684366861
"Tcas003260",-0.774311764643797,8.54961704759407,0.00143340944496401,0.0395652684366861
"Tcas007261",3.42790614219012,5.13330400363917,0.00144251615160687,0.0397069459692998
"Tcas003018",0.73434639344518,5.2008910338606,0.00145223135969561,0.0398645487529631
"Tcas003381",4.5696602117261,5.83823735782151,0.00145625377726863,0.0398654458697757
"Tcas001802",-0.633132715067466,7.1722426489301,0.00146266058184305,0.0399314331523929
"Tcas004964",-0.90857163739287,5.69623668753001,0.00148148485512862,0.0403351407968533
"Tcas007125",1.39496194724265,2.30893307494813,0.00148703190215118,0.0403761488214526
"Tcas005208",-0.697103710797078,4.56197146680991,0.00149460091836436,0.0404716866566305
"Tcas001050",0.912807299786924,5.08980597811564,0.00149961734256811,0.0404977742890286
"Tcas001797",1.19685192942675,6.76512326584151,0.00152201308622364,0.0409917917993171
"Tcas006574",0.926330698267317,8.10693053031007,0.00154934619681704,0.0415206425231701
"Tcas004016",5.28217423083569,6.44383650761316,0.00155181963928889,0.0415206425231701
"Tcas005698",1.80988570690333,2.5208319275921,0.00155411532262466,0.0415206425231701
"Tcas004911",1.52020250978008,7.20635871120374,0.00158412724531675,0.0422095984938799
"Tcas012183",1.24670187151796,4.02009176275976,0.00160207265107787,0.0425167314214243
"Tcas004117",1.22970383914756,5.87210857825452,0.0016041641058724,0.0425167314214243
"Tcas010265",0.725489716311563,7.67662942948601,0.00161027532424449,0.0425657964017221
"Tcas000700",1.00611832518752,2.50930404628839,0.00161780242247806,0.0426519308849624
"Tcas011262",2.15484753132342,5.20594306524848,0.00164498161944133,0.0432543587933098
"Tcas004893",-1.09821053228775,5.2352271772163,0.00165718247371834,0.0434608065023456
"Tcas008287",2.70736759895134,1.48371148817141,0.00167737960029159,0.0438753323720251
"Tcas012028",0.979591250288554,5.09509090316675,0.00172787134054828,0.0450780429105964
"Tcas002926",-1.04840569945385,8.43701144708341,0.00173919614697047,0.0452261241156072
"Tcas003046",1.13147479179356,5.04860564174728,0.00174276231632126,0.0452261241156072
"Tcas003608",1.64351167454162,5.77673826279592,0.00174712609173583,0.0452261241156072
"Tcas009466",0.958298967354286,5.37651213930946,0.00177239797135254,0.045761758474818
"Tcas005487",-0.9333255117182,4.88392129289759,0.00179612428084088,0.0462437773950645
"Tcas000546",1.34345151182268,8.51640554251266,0.00180032319922739,0.0462437773950645
"Tcas006423",1.12655992803798,3.23335213444319,0.00181287552118586,0.0464468005325363
"Tcas003147",-0.737517930012749,3.1406384395702,0.00186529827345676,0.0476676735252684
"Tcas012115",1.56725820866902,3.20053852796738,0.00190031648516002,0.048438679387038
"Tcas012476",3.32309550424712,4.65057302856943,0.001920645990782,0.0488323021371343
"Tcas006637",-0.865305423200578,7.53767074265932,0.00192561426490613,0.0488343597333555
"Tcas002696",-1.58805322960343,0.692229016588357,0.00193856377939305,0.0490383019840388
"Tcas000612",3.77001811355983,6.70183812835903,0.00195142740805072,0.0492390471243505
"Tcas009401",-0.670630508944932,4.82057620932597,0.0019769194184353,0.0496673570398303
"Tcas012396",1.87168475150363,6.18061400053185,0.00197834348497323,0.0496673570398303
